Date of Demolition;Locality;District;Area;Housing Units;People left Homeless;Minors left Homeless;Type Of Sturcture
21/5/15;Marj Na'jah;Jericho;west-bank;1;0;0;Non Resedential
21/5/15;Marj Na'jah;Jericho;west-bank;1;0;0;Non Resedential
21/5/15;Marj Na'jah;Jericho;west-bank;1;0;0;Non Resedential
12/5/15;Silwad;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
5/5/15;Kafr Qadum;Qalqiliya;west-bank;2;0;0;Non Resedential
29/4/15;Rujeib;Nablus;west-bank;1;0;0;Non Resedential
28/4/15;a-Nabi Saleh;Ramallah and al-Bira;west-bank;1;0;0;Residental
27/4/15;al-Jiftlik;Jericho;west-bank;1;4;2;Residental
27/4/15;al-Jiftlik;Jericho;west-bank;1;7;5;Residental
27/4/15;al-Jiftlik;Jericho;west-bank;3;0;0;Residental
27/4/15;al-Jiftlik;Jericho;west-bank;1;10;5;Residental
16/4/15;Silwad;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
1/4/15;a-Nabi Samwil;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
24/3/15;Ta'nak;Jenin;west-bank;3;0;0;Non Resedential
18/3/15;Khallet Makhul;Tubas;west-bank;1;0;0;Residental
18/3/15;Khallet Makhul;Tubas;west-bank;3;0;0;Non Resedential
18/3/15;Khallet Makhul;Tubas;west-bank;1;0;0;Residental
18/3/15;Khallet Makhul;Tubas;west-bank;3;0;0;Non Resedential
18/3/15;Khallet Makhul;Tubas;west-bank;1;0;0;Residental
18/3/15;Khallet Makhul;Tubas;west-bank;3;0;0;Non Resedential
15/3/15;al-Hadidiyah;Tubas;west-bank;1;0;0;Non Resedential
11/3/15;Beit Iksa;al-Quds;west-bank;1;0;0;Residental
11/3/15;Beit Iksa;al-Quds;west-bank;1;0;0;Residental
11/3/15;Beit Iksa;al-Quds;west-bank;1;0;0;Residental
11/3/15;Barta'ah a-Sharqiyah;Jenin;west-bank;1;0;0;Non Resedential
11/3/15;Zabdah;Jenin;west-bank;3;21;13;Residental
11/3/15;Zabdah;Jenin;west-bank;6;0;0;Non Resedential
10/3/15;al-Jiftlik;Jericho;west-bank;1;6;4;Residental
10/3/15;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
10/3/15;al-Jiftlik;Jericho;west-bank;1;1;0;Residental
10/3/15;al-Jiftlik;Jericho;west-bank;1;6;2;Residental
10/3/15;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
10/3/15;al-Jiftlik;Jericho;west-bank;1;9;5;Residental
10/3/15;al-Jiftlik;Jericho;west-bank;1;4;2;Residental
10/3/15;al-Jiftlik;Jericho;west-bank;1;7;5;Residental
10/3/15;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
9/3/15;al-Jarushiya;Tulkarm;west-bank;1;0;0;Residental
4/3/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;0;0;Residental
4/3/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;3;0;0;Non Resedential
4/3/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;0;0;Residental
4/3/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;2;0;0;Residental
4/3/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;4;0;0;Non Resedential
4/3/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;2;0;0;Residental
4/3/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;3;0;0;Non Resedential
4/3/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;0;0;Residental
4/3/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;3;1;Residental
24/2/15;al-'Udeisah;Hebron;west-bank;1;0;0;Residental
11/2/15;al-Khalayleh;al-Quds;west-bank;1;0;0;Residental
11/2/15;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
5/2/15;Husan;Bethlehem;west-bank;1;0;0;Non Resedential
2/2/15;Qusrah;Nablus;west-bank;1;0;0;Non Resedential
2/2/15;Qusrah;Nablus;west-bank;1;0;0;Non Resedential
2/2/15;Qusrah;Nablus;west-bank;2;0;0;Non Resedential
22/1/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;3;1;Residental
22/1/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;0;0;Residental
22/1/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;3;0;0;Non Resedential
22/1/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;2;0;Residental
22/1/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;0;0;Residental
22/1/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;4;0;0;Non Resedential
22/1/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;0;0;Residental
22/1/15;Kh. 'Ein Karzaliyah;Jericho;west-bank;4;0;0;Non Resedential
22/1/15;Beit Iksa;al-Quds;west-bank;1;2;0;Residental
22/1/15;Beit Iksa;al-Quds;west-bank;1;5;3;Residental
22/1/15;Beit Iksa;al-Quds;west-bank;1;8;6;Residental
22/1/15;Beit Iksa;al-Quds;west-bank;3;0;0;Non Resedential
21/1/15;al-Mughayir;Ramallah and al-Bira;west-bank;1;3;1;Residental
21/1/15;al-Mughayir;Ramallah and al-Bira;west-bank;1;8;3;Residental
21/1/15;al-Mughayir;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
21/1/15;Deir al-Quruntal;Jericho;west-bank;2;12;7;Residental
21/1/15;Deir al-Quruntal;Jericho;west-bank;3;0;0;Non Resedential
20/1/15;a-Rifa'iya;Hebron;west-bank;1;6;4;Residental
20/1/15;a-Rifa'iya;Hebron;west-bank;1;0;0;Non Resedential
20/1/15;a-Rifa'iya;Hebron;west-bank;1;0;0;Residental
20/1/15;a-Rifa'iya;Hebron;west-bank;1;0;0;Non Resedential
20/1/15;Halhul;Hebron;west-bank;1;0;0;Non Resedential
17/1/15;Bani Na'im;Hebron;west-bank;1;0;0;Non Resedential
14/1/15;Deir Jarir;Ramallah and al-Bira;west-bank;1;0;0;Residental
14/1/15;Mikhmas;al-Quds;west-bank;1;0;0;Non Resedential
5/1/15;Idhna;Hebron;west-bank;1;0;0;Non Resedential
5/1/15;Idhna;Hebron;west-bank;1;4;2;Residental
5/1/15;Idhna;Hebron;west-bank;1;0;0;Non Resedential
1/1/15;al-Mufaqarah;Hebron;west-bank;1;0;0;Non Resedential
1/1/15;Kh. 'Ein al-Hilweh;Tubas;west-bank;2;0;0;Residental
1/1/15;Kh. 'Ein al-Hilweh;Tubas;west-bank;1;0;0;Non Resedential
1/1/15;Kh. 'Ein al-Hilweh;Tubas;west-bank;4;0;0;Residental
1/1/15;Kh. 'Ein al-Hilweh;Tubas;west-bank;1;0;0;Non Resedential
1/1/15;Kh. 'Ein al-Hilweh;Tubas;west-bank;1;0;0;Residental
1/1/15;Kh. 'Ein al-Hilweh;Tubas;west-bank;1;0;0;Non Resedential
1/1/15;Kh. 'Ein al-Hilweh;Tubas;west-bank;1;0;0;Residental
1/1/15;Kh. 'Ein al-Hilweh;Tubas;west-bank;1;0;0;Non Resedential
1/1/15;Kh. 'Ein al-Hilweh;Tubas;west-bank;2;0;0;Residental
1/1/15;Kh. 'Ein al-Hilweh;Tubas;west-bank;2;0;0;Non Resedential
23/12/14;Ramallah;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
22/12/14;Jabal al-Baba;al-Quds;west-bank;1;2;0;Residental
22/12/14;Jabal al-Baba;al-Quds;west-bank;1;0;0;Non Resedential
22/12/14;Jabal al-Baba;al-Quds;west-bank;1;7;6;Residental
22/12/14;Jabal al-Baba;al-Quds;west-bank;1;0;0;Residental
22/12/14;Jabal al-Baba;al-Quds;west-bank;1;0;0;Non Resedential
17/12/14;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
15/12/14;a-Za'ayem;al-Quds;west-bank;2;0;0;Non Resedential
20/11/14;Fasayil;Jericho;west-bank;1;0;0;Non Resedential
5/11/14;Bardalah;Tubas;west-bank;1;5;2;Residental
5/11/14;Bardalah;Tubas;west-bank;0;0;0;Non Resedential
5/11/14;Bardalah;Tubas;west-bank;2;6;2;Residental
5/11/14;Bardalah;Tubas;west-bank;0;0;0;Non Resedential
5/11/14;Bardalah;Tubas;west-bank;2;6;4;Residental
5/11/14;Bardalah;Tubas;west-bank;0;0;0;Non Resedential
5/11/14;Bardalah;Tubas;west-bank;1;5;3;Residental
5/11/14;Bardalah;Tubas;west-bank;0;0;0;Non Resedential
5/11/14;Bardalah;Tubas;west-bank;1;5;3;Residental
5/11/14;Bardalah;Tubas;west-bank;2;6;4;Residental
5/11/14;Bardalah;Tubas;west-bank;0;0;0;Non Resedential
5/11/14;Bardalah;Tubas;west-bank;2;7;5;Residental
5/11/14;Bardalah;Tubas;west-bank;0;0;0;Non Resedential
5/11/14;Bardalah;Tubas;west-bank;2;8;3;Residental
5/11/14;Bardalah;Tubas;west-bank;0;0;0;Non Resedential
3/11/14;Kh. Twayel;Nablus;west-bank;1;8;1;Residental
3/11/14;Kh. Twayel;Nablus;west-bank;2;0;0;Residental
3/11/14;Badu a-Mu'arrajat;Ramallah and al-Bira;west-bank;1;2;0;Residental
3/11/14;Badu a-Mu'arrajat;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
3/11/14;Badu a-Mu'arrajat;Ramallah and al-Bira;west-bank;1;5;3;Residental
3/11/14;Badu a-Mu'arrajat;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
3/11/14;'Arab a-Ramadin a-Shamali;Qalqiliya;west-bank;2;0;0;Non Resedential
3/11/14;'Arab a-Ramadin a-Shamali;Qalqiliya;west-bank;2;0;0;Non Resedential
28/10/14;Khashm a-Daraj;Hebron;west-bank;1;9;6;Residental
27/10/14;Um al-Kheir;Hebron;west-bank;1;0;0;Non Resedential
27/10/14;Um al-Kheir;Hebron;west-bank;1;7;0;Residental
27/10/14;Um al-Kheir;Hebron;west-bank;1;10;8;Residental
27/10/14;Um al-Kheir;Hebron;west-bank;1;3;1;Residental
27/10/14;Um al-Kheir;Hebron;west-bank;1;3;1;Residental
27/10/14;Um al-Kheir;Hebron;west-bank;1;6;4;Residental
20/10/14;al-Jiftlik;Jericho;west-bank;1;2;0;Residental
20/10/14;al-Jiftlik;Jericho;west-bank;1;13;7;Residental
20/10/14;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
20/10/14;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
20/10/14;al-Jiftlik;Jericho;west-bank;1;9;6;Residental
20/10/14;al-Jiftlik;Jericho;west-bank;1;11;4;Residental
29/9/14;Kh. Twayel;Nablus;west-bank;1;0;0;Non Resedential
29/9/14;Kh. Twayel;Nablus;west-bank;1;0;0;Non Resedential
29/9/14;Abu Dis;al-Quds;west-bank;3;0;0;Residental
10/9/14;Khashm a-Daraj;Hebron;west-bank;1;8;6;Residental
10/9/14;Khashm a-Daraj;Hebron;west-bank;1;0;0;Non Resedential
10/9/14;Khashm a-Daraj;Hebron;west-bank;1;0;0;Non Resedential
8/9/14;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;3;14;8;Residental
8/9/14;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;0;0;Non Resedential
3/9/14;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
3/9/14;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
3/9/14;al-Khalayleh;al-Quds;west-bank;2;0;0;Non Resedential
2/9/14;a-Lubban a-Sharqiyah;Nablus;west-bank;1;0;0;Non Resedential
2/9/14;a-Lubban a-Sharqiyah;Nablus;west-bank;1;0;0;Non Resedential
2/9/14;Kh. a-Rahwah;Hebron;west-bank;1;10;4;Residental
2/9/14;Kh. a-Rahwah;Hebron;west-bank;1;0;0;Non Resedential
2/9/14;Kh. a-Rahwah;Hebron;west-bank;1;14;6;Residental
2/9/14;Kh. a-Rahwah;Hebron;west-bank;1;0;0;Non Resedential
2/9/14;Kh. a-Rahwah;Hebron;west-bank;1;20;8;Residental
2/9/14;Kh. a-Rahwah;Hebron;west-bank;1;10;7;Residental
2/9/14;Hebron;Hebron;west-bank;1;0;0;Non Resedential
2/9/14;Jaba';al-Quds;west-bank;1;13;7;Residental
2/9/14;Jaba';al-Quds;west-bank;1;0;0;Non Resedential
2/9/14;Jaba';al-Quds;west-bank;1;5;3;Residental
2/9/14;Jaba';al-Quds;west-bank;2;0;0;Non Resedential
2/9/14;Jaba';al-Quds;west-bank;2;0;0;Non Resedential
2/9/14;Jaba';al-Quds;west-bank;1;9;7;Residental
2/9/14;Jaba';al-Quds;west-bank;1;0;0;Non Resedential
2/9/14;Jaba';al-Quds;west-bank;1;9;7;Residental
28/8/14;a-Za'ayem;al-Quds;west-bank;4;45;22;Residental
28/8/14;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
28/8/14;a-Za'ayem;al-Quds;west-bank;1;10;7;Residental
28/8/14;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
20/8/14;Badu a-Mu'arrajat;Ramallah and al-Bira;west-bank;2;8;4;Residental
20/8/14;Badu a-Mu'arrajat;Ramallah and al-Bira;west-bank;3;18;12;Residental
20/8/14;Badu a-Mu'arrajat;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
20/8/14;al-'Aqabah;Tubas;west-bank;1;6;4;Residental
20/8/14;al-'Aqabah;Tubas;west-bank;1;0;0;Residental
20/8/14;Deir Dobwan;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
18/8/14;al-Walajah;Bethlehem;west-bank;3;0;0;Non Resedential
6/8/14;Barta'ah a-Sharqiyah;Jenin;west-bank;1;0;0;Non Resedential
6/8/14;Barta'ah a-Sharqiyah;Jenin;west-bank;1;0;0;Non Resedential
3/7/14;al-'Aqabah;Tubas;west-bank;1;10;8;Residental
3/7/14;al-'Aqabah;Tubas;west-bank;1;0;0;Non Resedential
3/7/14;al-'Aqabah;Tubas;west-bank;1;0;0;Non Resedential
3/7/14;al-'Aqabah;Tubas;west-bank;1;0;0;Non Resedential
19/6/14;a-Rifa'iya;Hebron;west-bank;1;0;0;Non Resedential
18/6/14;Khalet al-Furn;Hebron;west-bank;1;12;10;Residental
18/6/14;Khalet al-Furn;Hebron;west-bank;1;0;0;Residental
18/6/14;Khalet al-Furn;Hebron;west-bank;1;4;2;Residental
18/6/14;Khalet al-Furn;Hebron;west-bank;1;3;0;Residental
18/6/14;Khalet al-Furn;Hebron;west-bank;1;2;0;Residental
18/6/14;Khalet al-Furn;Hebron;west-bank;1;2;0;Residental
18/6/14;al-Khader;Bethlehem;west-bank;1;10;6;Residental
18/6/14;al-Khader;Bethlehem;west-bank;1;10;8;Residental
17/6/14;Idhna;Hebron;west-bank;1;0;0;Residental
9/6/14;Far'on;Tulkarm;west-bank;1;0;0;Residental
2/6/14;Hizma;al-Quds;west-bank;1;0;0;Non Resedential
2/6/14;Hizma;al-Quds;west-bank;1;0;0;Non Resedential
2/6/14;Hizma;al-Quds;west-bank;1;0;0;Non Resedential
29/5/14;Qalqiliyah;Qalqiliya;west-bank;1;0;0;Non Resedential
21/5/14;al-Jiftlik;Jericho;west-bank;1;5;3;Residental
21/5/14;al-Jiftlik;Jericho;west-bank;1;6;3;Residental
21/5/14;al-Jiftlik;Jericho;west-bank;1;5;3;Residental
21/5/14;al-Jiftlik;Jericho;west-bank;3;6;3;Residental
21/5/14;al-Jiftlik;Jericho;west-bank;5;0;0;Non Resedential
21/5/14;al-Jiftlik;Jericho;west-bank;1;5;3;Residental
21/5/14;al-Jiftlik;Jericho;west-bank;2;6;3;Residental
21/5/14;al-Jiftlik;Jericho;west-bank;5;0;0;Non Resedential
21/5/14;al-Jiftlik;Jericho;west-bank;1;6;3;Residental
21/5/14;al-Jiftlik;Jericho;west-bank;1;4;2;Residental
21/5/14;al-Jiftlik;Jericho;west-bank;1;6;3;Residental
21/5/14;al-Jiftlik;Jericho;west-bank;2;0;0;Residental
21/5/14;al-Jiftlik;Jericho;west-bank;3;0;0;Non Resedential
20/5/14;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
20/5/14;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
20/5/14;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
19/5/14;al-'Eizariyah;al-Quds;west-bank;1;0;0;Non Resedential
19/5/14;al-'Eizariyah;al-Quds;west-bank;4;0;0;Non Resedential
19/5/14;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;0;0;Non Resedential
19/5/14;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;9;6;Residental
19/5/14;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;9;5;Residental
18/5/14;Kh. Twayel;Nablus;west-bank;1;0;0;Residental
18/5/14;Kh. Twayel;Nablus;west-bank;2;0;0;Residental
30/4/14;Marah al-Baqqar;Hebron;west-bank;1;10;3;Residental
30/4/14;Marah al-Baqqar;Hebron;west-bank;1;0;0;Non Resedential
29/4/14;Kh. Twayel;Nablus;west-bank;1;7;5;Residental
29/4/14;Kh. Twayel;Nablus;west-bank;2;0;0;Non Resedential
29/4/14;Kh. Twayel;Nablus;west-bank;1;10;7;Residental
29/4/14;Kh. Twayel;Nablus;west-bank;5;0;0;Non Resedential
29/4/14;Kh. Twayel;Nablus;west-bank;1;11;1;Residental
29/4/14;Kh. Twayel;Nablus;west-bank;1;0;0;Non Resedential
7/4/14;Shweikah;Tulkarm;west-bank;1;0;0;Residental
3/4/14;Kh. 'Ein Karzaliyah;Jericho;west-bank;5;0;0;Residental
3/4/14;Kh. 'Ein Karzaliyah;Jericho;west-bank;4;0;0;Non Resedential
3/4/14;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;2;0;Residental
3/4/14;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;0;0;Non Resedential
3/4/14;Jabal al-Baba;al-Quds;west-bank;2;21;16;Residental
3/4/14;Jabal al-Baba;al-Quds;west-bank;2;0;0;Non Resedential
3/4/14;Jabal al-Baba;al-Quds;west-bank;1;5;3;Residental
3/4/14;Jabal al-Baba;al-Quds;west-bank;1;0;0;Non Resedential
2/4/14;a-Tuwani;Hebron;west-bank;2;0;0;Non Resedential
2/4/14;a-Tuwani;Hebron;west-bank;1;0;0;Non Resedential
2/4/14;a-Tuwani;Hebron;west-bank;1;0;0;Non Resedential
2/4/14;a-Tuwani;Hebron;west-bank;1;0;0;Non Resedential
2/4/14;a-Tuwani;Hebron;west-bank;1;0;0;Non Resedential
2/4/14;a-Tuwani;Hebron;west-bank;1;0;0;Non Resedential
2/4/14;a-Tuwani;Hebron;west-bank;1;0;0;Non Resedential
1/4/14;Kh. Ja'waneh;Nablus;west-bank;1;0;0;Residental
1/4/14;Kh. Ja'waneh;Nablus;west-bank;1;0;0;Non Resedential
1/4/14;Kh. Ja'waneh;Nablus;west-bank;1;0;0;Residental
1/4/14;Kh. Ja'waneh;Nablus;west-bank;1;0;0;Non Resedential
1/4/14;Kh. Ja'waneh;Nablus;west-bank;1;10;8;Residental
1/4/14;Kh. Ja'waneh;Nablus;west-bank;1;0;0;Non Resedential
1/4/14;Kh. Ja'waneh;Nablus;west-bank;1;0;0;Residental
1/4/14;Kh. Ja'waneh;Nablus;west-bank;1;0;0;Non Resedential
1/4/14;Haris;Salfit;west-bank;4;0;0;Non Resedential
1/4/14;Kh. Humsah;Tubas;west-bank;1;3;0;Residental
1/4/14;Kh. Humsah;Tubas;west-bank;5;0;0;Non Resedential
1/4/14;Kh. Humsah;Tubas;west-bank;1;6;4;Residental
1/4/14;Kh. Humsah;Tubas;west-bank;5;0;0;Non Resedential
1/4/14;Kh. Humsah;Tubas;west-bank;1;8;6;Residental
1/4/14;Kh. Humsah;Tubas;west-bank;5;0;0;Non Resedential
1/4/14;Kh. Humsah;Tubas;west-bank;1;10;8;Residental
1/4/14;Kh. Humsah;Tubas;west-bank;5;0;0;Non Resedential
1/4/14;Bruqin;Salfit;west-bank;1;0;0;Non Resedential
25/3/14;Jericho;Jericho;west-bank;1;7;3;Residental
25/3/14;Jericho;Jericho;west-bank;1;0;0;Non Resedential
12/3/14;al-'Eizariyah;al-Quds;west-bank;1;10;4;Residental
11/3/14;Beit Iksa;al-Quds;west-bank;1;5;3;Residental
24/2/14;Hebron;Hebron;west-bank;1;0;0;Non Resedential
17/2/14;al-'Eizariyah;al-Quds;west-bank;1;0;0;Non Resedential
17/2/14;al-'Eizariyah;al-Quds;west-bank;1;0;0;Non Resedential
17/2/14;al-'Eizariyah;al-Quds;west-bank;1;0;0;Non Resedential
17/2/14;al-'Eizariyah;al-Quds;west-bank;1;0;0;Non Resedential
17/2/14;al-'Eizariyah;al-Quds;west-bank;2;0;0;Non Resedential
17/2/14;Kh. Yarza;Tubas;west-bank;1;0;0;Residental
17/2/14;Kh. Yarza;Tubas;west-bank;1;0;0;Non Resedential
17/2/14;Kh. Yarza;Tubas;west-bank;1;0;0;Non Resedential
17/2/14;Kh. Yarza;Tubas;west-bank;1;0;0;Residental
17/2/14;Kh. Yarza;Tubas;west-bank;1;0;0;Non Resedential
13/2/14;Deir Dobwan;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
13/2/14;Deir Dobwan;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
12/2/14;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;0;0;Residental
12/2/14;Kh. 'Ein Karzaliyah;Jericho;west-bank;4;0;0;Non Resedential
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;1;2;0;Residental
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;1;0;0;Non Resedential
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;1;2;0;Residental
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;3;10;8;Residental
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;3;0;0;Non Resedential
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;2;6;4;Residental
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;4;0;0;Non Resedential
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;1;10;2;Residental
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;1;0;0;Non Resedential
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;1;1;0;Residental
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;2;7;5;Residental
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;4;0;0;Non Resedential
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;1;1;0;Residental
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;1;6;2;Residental
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;2;0;0;Non Resedential
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;1;4;2;Residental
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;1;4;2;Residental
30/1/14;Kh. Um al-Jamal;Tubas;west-bank;1;5;3;Residental
29/1/14;al-Jiftlik;Jericho;west-bank;1;1;0;Residental
29/1/14;al-Jiftlik;Jericho;west-bank;1;2;0;Residental
29/1/14;al-Jiftlik;Jericho;west-bank;1;2;0;Residental
22/1/14;Kh. Yarza;Tubas;west-bank;1;9;4;Residental
22/1/14;Kh. Yarza;Tubas;west-bank;3;0;0;Non Resedential
22/1/14;Kh. Yarza;Tubas;west-bank;2;7;5;Residental
22/1/14;Kh. Yarza;Tubas;west-bank;1;0;0;Non Resedential
22/1/14;Kh. Yarza;Tubas;west-bank;1;0;0;Residental
22/1/14;Kh. Yarza;Tubas;west-bank;2;0;0;Non Resedential
22/1/14;Kh. Yarza;Tubas;west-bank;2;0;0;Non Resedential
22/1/14;Kh. Yarza;Tubas;west-bank;1;0;0;Non Resedential
22/1/14;Kh. Yarza;Tubas;west-bank;1;0;0;Residental
22/1/14;Kh. Yarza;Tubas;west-bank;3;0;0;Non Resedential
22/1/14;Kh. Yarza;Tubas;west-bank;1;0;0;Non Resedential
22/1/14;Kh. Yarza;Tubas;west-bank;1;0;0;Non Resedential
22/1/14;Kh.Ibziq;Tubas;west-bank;1;8;6;Residental
22/1/14;Kh.Ibziq;Tubas;west-bank;3;0;0;Non Resedential
22/1/14;Kh.Ibziq;Tubas;west-bank;1;6;0;Residental
22/1/14;Kh.Ibziq;Tubas;west-bank;2;0;0;Non Resedential
22/1/14;Kh.Ibziq;Tubas;west-bank;1;0;0;Non Resedential
8/1/14;al-Jiftlik;Jericho;west-bank;2;20;8;Residental
8/1/14;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
8/1/14;al-A'uja;Jericho;west-bank;1;0;0;Non Resedential
8/1/14;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;9;5;Residental
8/1/14;Kh. 'Ein Karzaliyah;Jericho;west-bank;3;0;0;Non Resedential
8/1/14;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;10;6;Residental
8/1/14;Kh. 'Ein Karzaliyah;Jericho;west-bank;4;0;0;Non Resedential
8/1/14;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;8;6;Residental
8/1/14;Kh. 'Ein Karzaliyah;Jericho;west-bank;4;0;0;Non Resedential
24/12/13;Fasayil;Jericho;west-bank;1;0;0;Non Resedential
24/12/13;Fasayil;Jericho;west-bank;1;2;0;Residental
24/12/13;Fasayil;Jericho;west-bank;1;5;3;Residental
24/12/13;Fasayil;Jericho;west-bank;1;0;0;Non Resedential
24/12/13;Fasayil;Jericho;west-bank;1;0;0;Non Resedential
24/12/13;Fasayil;Jericho;west-bank;1;0;0;Non Resedential
24/12/13;Deir 'Ammar;Ramallah and al-Bira;west-bank;1;8;0;Residental
24/12/13;Deir 'Ammar;Ramallah and al-Bira;west-bank;1;2;0;Residental
24/12/13;Deir 'Ammar;Ramallah and al-Bira;west-bank;1;2;0;Residental
24/12/13;Deir 'Ammar;Ramallah and al-Bira;west-bank;1;8;6;Residental
24/12/13;Deir 'Ammar;Ramallah and al-Bira;west-bank;1;4;2;Residental
24/12/13;Deir 'Ammar;Ramallah and al-Bira;west-bank;1;3;1;Residental
24/12/13;Deir 'Ammar;Ramallah and al-Bira;west-bank;2;6;4;Residental
24/12/13;Deir 'Ammar;Ramallah and al-Bira;west-bank;1;3;0;Residental
24/12/13;Deir 'Ammar;Ramallah and al-Bira;west-bank;1;5;3;Residental
24/12/13;Deir 'Ammar;Ramallah and al-Bira;west-bank;2;4;0;Residental
24/12/13;Deir 'Ammar;Ramallah and al-Bira;west-bank;1;8;4;Residental
24/12/13;Deir 'Ammar;Ramallah and al-Bira;west-bank;2;6;4;Residental
12/12/13;'Ein a-Duyuk a-Tahta;Jericho;west-bank;1;0;0;Residental
10/12/13;Kh. Yarza;Tubas;west-bank;1;0;0;Residental
10/12/13;Kh. Yarza;Tubas;west-bank;2;0;0;Non Resedential
10/12/13;al-Jiftlik;Jericho;west-bank;1;9;7;Residental
10/12/13;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
10/12/13;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
10/12/13;Tayasir;Tubas;west-bank;3;0;0;Residental
10/12/13;Tayasir;Tubas;west-bank;3;0;0;Non Resedential
10/12/13;Fasayil;Jericho;west-bank;1;0;0;Non Resedential
10/12/13;Fasayil;Jericho;west-bank;1;0;0;Non Resedential
3/12/13;al-Hadidiyah;Tubas;west-bank;1;0;0;Residental
3/12/13;al-Farisiyah;Tubas;west-bank;3;11;5;Residental
3/12/13;al-Farisiyah;Tubas;west-bank;4;0;0;Non Resedential
3/12/13;Kh. Yarza;Tubas;west-bank;2;0;0;Non Resedential
3/12/13;Bardalah;Tubas;west-bank;1;0;0;Non Resedential
3/12/13;Bardalah;Tubas;west-bank;1;0;0;Non Resedential
3/12/13;Bardalah;Tubas;west-bank;2;0;0;Non Resedential
